"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"oojLN0DRDi3jJdPzoJoDjynTSAw5bWk2nQql2boQ448=","oojLN0DRDi3jJdPzoJoDjynTSAw5bWk2nQql2boQ448=","oojLN0DRDi3jJdPzoJoDjynTSAw5bWk2nQql2boQ448=","","","","10","20","2019-01-30","en"
"V95XKtrko868WE1HXhn2gbV5jn65KPd3yJpTSDD4LQ=","V95XKtrko868WE1HXhn2gbV5jn65KPd3yJpTSDD4LQ=","V95XKtrko868WE1HXhn2gbV5jn65KPd3yJpTSDD4LQ=","Seoul, Republic of Korea","가실 땐 말 없이","","24","150","2019-02-03","en"
"oD2sdYxe0Mg0ZeQ9ZUE+bKdYP+NNKc2qiOSGujvdbo=","oD2sdYxe0Mg0ZeQ9ZUE+bKdYP+NNKc2qiOSGujvdbo=","oD2sdYxe0Mg0ZeQ9ZUE+bKdYP+NNKc2qiOSGujvdbo=","United Arab Emirates","ماأبعد السماء .. وماأقرب الله 🙏😍🇦🇪❤️","","9","53","2019-02-05","en"
"AvbosIHTtKkpYDb47UFhuQt66yFvLp1Wjfwv2AceQ=","AvbosIHTtKkpYDb47UFhuQt66yFvLp1Wjfwv2AceQ=","AvbosIHTtKkpYDb47UFhuQt66yFvLp1Wjfwv2AceQ=","Somalia","photographing is my passion 📸Cooking is my hoppy 🍒Accounting is my study ✏️Somalia is my Home ❤️ Aries ♈️","","11","62","2018-11-05","en"
"BJpzou9IGNtMbBmQv7GsG3AbwYWTKEt474SVOIhirY=","BJpzou9IGNtMbBmQv7GsG3AbwYWTKEt474SVOIhirY=","BJpzou9IGNtMbBmQv7GsG3AbwYWTKEt474SVOIhirY=","United Arab Emirates","كن كما انت , اغرد اكثر مما اتكلم😀🇦🇪","","7","28","2019-02-04","en"
"B3bb0LK5HtpBiyj8cQLu8tZGrpNGDtgjJhieQW6vwOw=","B3bb0LK5HtpBiyj8cQLu8tZGrpNGDtgjJhieQW6vwOw=","B3bb0LK5HtpBiyj8cQLu8tZGrpNGDtgjJhieQW6vwOw=","","","","0","0","2019-02-06","en"
"Bzw0ZKk8u8kN+3UcaQRRUJAc+C56IrXDamipZKlWQ=","Bzw0ZKk8u8kN+3UcaQRRUJAc+C56IrXDamipZKlWQ=","Bzw0ZKk8u8kN+3UcaQRRUJAc+C56IrXDamipZKlWQ=","","","","62","36","2018-08-26","en"
"zNKFsqZuivQzWPK1uuRBDWTnUUzLsyO9cIe1HVZ7pA4=","zNKFsqZuivQzWPK1uuRBDWTnUUzLsyO9cIe1HVZ7pA4=","zNKFsqZuivQzWPK1uuRBDWTnUUzLsyO9cIe1HVZ7pA4=","","","","1","39","2018-09-17","en"
"WNXwFNSdUx2hH9nTxnwYRHPbY3wuV4Wn26hEdAkuLM=","WNXwFNSdUx2hH9nTxnwYRHPbY3wuV4Wn26hEdAkuLM=","WNXwFNSdUx2hH9nTxnwYRHPbY3wuV4Wn26hEdAkuLM=","","Sono un perfezionista e raramente anzi quasi mai dimentico i dettagli.Ho molta energia positiva da trasmettere.","","153","470","2018-12-04","en"
"2SAMOtmPUb+zNlsTAFb48TQePVPbcmWfxcQ7l6wTLhs=","2SAMOtmPUb+zNlsTAFb48TQePVPbcmWfxcQ7l6wTLhs=","2SAMOtmPUb+zNlsTAFb48TQePVPbcmWfxcQ7l6wTLhs=","Ulm, Germany","Schwarz ist bunt genug 🖤🖤","","21","58","2018-09-05","de"
"3yyrAdmqtociP9eDxUHmW1yrHik8BhzWFr4wg2W46aM=","3yyrAdmqtociP9eDxUHmW1yrHik8BhzWFr4wg2W46aM=","3yyrAdmqtociP9eDxUHmW1yrHik8BhzWFr4wg2W46aM=","Cairo, Egypt","If it scares you, it might be a good thing to try","","130","31","2018-09-05","en"
"S8OMOz8MOiv5ulPGnv0VA6uNwb4JfP167IE7V9iEOnI=","S8OMOz8MOiv5ulPGnv0VA6uNwb4JfP167IE7V9iEOnI=","S8OMOz8MOiv5ulPGnv0VA6uNwb4JfP167IE7V9iEOnI=","","","","0","0","2018-11-13","en"
"jmtvrl6Zgkk6fFo3fcrD3k3apZ9Ar1GGb54RXtKiWxc=","jmtvrl6Zgkk6fFo3fcrD3k3apZ9Ar1GGb54RXtKiWxc=","jmtvrl6Zgkk6fFo3fcrD3k3apZ9Ar1GGb54RXtKiWxc=","","اححيانا ككل مَ نريدهہ هوو .. التققدير فقط / وليسس `ردّ الججمميل ♡🇦🇪🇦🇪","","26","38","2018-12-16","en"
"jC1r42IbMxvYLTfcbO8WBPSDldSZmcjUdKJx92NBllQ=","jC1r42IbMxvYLTfcbO8WBPSDldSZmcjUdKJx92NBllQ=","jC1r42IbMxvYLTfcbO8WBPSDldSZmcjUdKJx92NBllQ=","","","","261","371","2018-08-22","en"
"MPynDSID46WYu+iw0afGu9KN0NHkHLtehDAcEvpYovI=","MPynDSID46WYu+iw0afGu9KN0NHkHLtehDAcEvpYovI=","MPynDSID46WYu+iw0afGu9KN0NHkHLtehDAcEvpYovI=","","I'm in relationship with my goals","","18","108","2019-01-20","en"
"aIk9DoMz2FyJweerQganYO8vhbS0zbx6JJRv9pe4dU=","aIk9DoMz2FyJweerQganYO8vhbS0zbx6JJRv9pe4dU=","aIk9DoMz2FyJweerQganYO8vhbS0zbx6JJRv9pe4dU=","United Arab Emirates","مقياس الشخص العظيم حقاً هو الاحترام الذي يتعامل به مع من هم دونه👌🏻","","22","39","2019-02-01","en"
"V4ptnuytJPF97lz9FEYZb6q5p+ccv2xYWIspbkfFyjw=","V4ptnuytJPF97lz9FEYZb6q5p+ccv2xYWIspbkfFyjw=","V4ptnuytJPF97lz9FEYZb6q5p+ccv2xYWIspbkfFyjw=","","Tunisian proud/ football/ #clubafricain #winners95","","90","311","2018-12-04","en"
"A8EbExpBFR0mxIrmmAqjkOe9hlARg3n8KmRdqks4D8=","A8EbExpBFR0mxIrmmAqjkOe9hlARg3n8KmRdqks4D8=","A8EbExpBFR0mxIrmmAqjkOe9hlARg3n8KmRdqks4D8=","Sudan","كن مسامح لغيرك ف رب العباد يسامح 😊☺️😍🇸🇩","","642","616","2018-12-06","en"
"jEc7JFGtG6eIF8NJnWYn0tTkFkAB0JSNahBrJSk6I3c=","jEc7JFGtG6eIF8NJnWYn0tTkFkAB0JSNahBrJSk6I3c=","jEc7JFGtG6eIF8NJnWYn0tTkFkAB0JSNahBrJSk6I3c=","","كل ما يخص ثقافة الطعام القطري والمطبخ القطري الفريد الذي ليس له مثيل.. #Qatar #قطر","","171","457","2018-04-27","en"
"+ZjTGCLU7EWa0njNkuyRfX9f0UmmQ2nIIxO33dHjU=","+ZjTGCLU7EWa0njNkuyRfX9f0UmmQ2nIIxO33dHjU=","+ZjTGCLU7EWa0njNkuyRfX9f0UmmQ2nIIxO33dHjU=","","","","132","123","2018-11-12","en"
"TzDKYrrF3KecdxkLFyBZR5Nsgrwg7l1ppdcWFuY3MrM=","TzDKYrrF3KecdxkLFyBZR5Nsgrwg7l1ppdcWFuY3MrM=","TzDKYrrF3KecdxkLFyBZR5Nsgrwg7l1ppdcWFuY3MrM=","Irani, Brasil","من کمدین ایستاده ام","","2","20","2018-11-24","en"
"YroXLsAyWa8r7hfAKUyAZk3gVQ72PJwflrxI88gWDTw=","YroXLsAyWa8r7hfAKUyAZk3gVQ72PJwflrxI88gWDTw=","YroXLsAyWa8r7hfAKUyAZk3gVQ72PJwflrxI88gWDTw=","","","","6","26","2018-12-24","en"
"rMv+wt5UzDWNNtIL2wZJr8QLnZKMqcYOjgV9Us7hRs0=","rMv+wt5UzDWNNtIL2wZJr8QLnZKMqcYOjgV9Us7hRs0=","rMv+wt5UzDWNNtIL2wZJr8QLnZKMqcYOjgV9Us7hRs0=","United Arab Emirates","التدريب هو افضل المعلمين💪🏻💪🏻","","14","43","2019-02-01","en"
"Um0hH4HZEZ+KT+ZIBUjw7Ft5wjeGMtxfyLYX9hfrsM=","Um0hH4HZEZ+KT+ZIBUjw7Ft5wjeGMtxfyLYX9hfrsM=","Um0hH4HZEZ+KT+ZIBUjw7Ft5wjeGMtxfyLYX9hfrsM=","","","","200","432","2018-09-05","en"
"6038SfIUYZoeWrCr25rhZn7xag+lZYRnKAowjMkSVs=","6038SfIUYZoeWrCr25rhZn7xag+lZYRnKAowjMkSVs=","6038SfIUYZoeWrCr25rhZn7xag+lZYRnKAowjMkSVs=","Ajman, United Arab Emirates","ليس ارتحالك في كسب الغنى سفراً لكنّ مقامك في ضدّ هو السّفر.❤️📷✈️","","0","0","2018-11-06","en"
"c07anybMbH6YgJr0nHMY4U7dLbqDDt79Bja7OHAzw4=","c07anybMbH6YgJr0nHMY4U7dLbqDDt79Bja7OHAzw4=","c07anybMbH6YgJr0nHMY4U7dLbqDDt79Bja7OHAzw4=","","لأجل الامارات نحيا ولأجلها سنعيش🇦🇪","","50","71","2019-01-20","en"
"cfWG9XmC+Tk2cmHQeyPprqEJIXgKp6LYweVKKwc4O5s=","cfWG9XmC+Tk2cmHQeyPprqEJIXgKp6LYweVKKwc4O5s=","cfWG9XmC+Tk2cmHQeyPprqEJIXgKp6LYweVKKwc4O5s=","Toulouse, France","J’espère que je pourrai vivre avant mourir..","","35","51","2019-01-31","fr"
"8Xo58rt5FGTDiBkxxrWya+pFSy1ogRfjxpDCkIPA3Kk=","8Xo58rt5FGTDiBkxxrWya+pFSy1ogRfjxpDCkIPA3Kk=","8Xo58rt5FGTDiBkxxrWya+pFSy1ogRfjxpDCkIPA3Kk=","","","","0","51","2018-06-19","en"
"wwXBgYewc4mJEPjsjO3IpPj05SekUzbnryxuIDaPT+Y=","wwXBgYewc4mJEPjsjO3IpPj05SekUzbnryxuIDaPT+Y=","wwXBgYewc4mJEPjsjO3IpPj05SekUzbnryxuIDaPT+Y=","","Hep hayalimdir ;şu anlamayanlara anlamayı öğretecek bir lisan icat etmek  👀🐥","","406","534","2018-12-04","en"
"YLSBlfoAyl9mcoDQ8y1KndxZKvjKC4txB9qtchKQX7Y=","YLSBlfoAyl9mcoDQ8y1KndxZKvjKC4txB9qtchKQX7Y=","YLSBlfoAyl9mcoDQ8y1KndxZKvjKC4txB9qtchKQX7Y=","Yemen","#اليمن وطني , و وطني صامد في وجه كل عدو","","26","77","2018-12-05","en"
"C9C9GEnW2NAGnFn8Y9Gym3Jy+AE0umLgDkNB8crsY=","C9C9GEnW2NAGnFn8Y9Gym3Jy+AE0umLgDkNB8crsY=","C9C9GEnW2NAGnFn8Y9Gym3Jy+AE0umLgDkNB8crsY=","","","","0","4","2018-08-03","en"
"5epLjvAhCQzZrrhFUHUcw6kMIrjZ2bDiDsGRyWl9S8E=","5epLjvAhCQzZrrhFUHUcw6kMIrjZ2bDiDsGRyWl9S8E=","5epLjvAhCQzZrrhFUHUcw6kMIrjZ2bDiDsGRyWl9S8E=","Paris, France","Paris❤️ stromae❤️","","51","149","2018-12-26","en"
"8louF3UFj0rO4OwMNhqgcEkpHnyx+egn3loWuMlrZk=","8louF3UFj0rO4OwMNhqgcEkpHnyx+egn3loWuMlrZk=","8louF3UFj0rO4OwMNhqgcEkpHnyx+egn3loWuMlrZk=","","","","5","139","2018-01-06","en"
"gaOqJ3PHNcNeK+z+Sk23BMjseAQ690vhT5fIEIMFACM=","gaOqJ3PHNcNeK+z+Sk23BMjseAQ690vhT5fIEIMFACM=","gaOqJ3PHNcNeK+z+Sk23BMjseAQ690vhT5fIEIMFACM=","اليمن","اللهم ان آمنيإتي تنبض بين قلب هو [ ملكك ! فلآ تحرمني فرحة تحقيقهآ `اللهم ان آمنيإتي تنبض بين قلب هو [ ملكك ! فلآ تحرمني فرحة تحقيقهآ ` #البيضاء","","531","1657","2018-03-22","en"
"ZMeQoeT7bCIaw84zEZDIiamgvpRj4YpmWxubpHebfG0=","ZMeQoeT7bCIaw84zEZDIiamgvpRj4YpmWxubpHebfG0=","ZMeQoeT7bCIaw84zEZDIiamgvpRj4YpmWxubpHebfG0=","","فى النهاية لن يبقى لك الا نفسك","","18","40","2018-10-22","en"
"tQ7OToGpkt5OmJqLdrwY2UzPh0ORvORv4C4zUubIEc=","tQ7OToGpkt5OmJqLdrwY2UzPh0ORvORv4C4zUubIEc=","tQ7OToGpkt5OmJqLdrwY2UzPh0ORvORv4C4zUubIEc=","","Racha Mourad","","20","97","2018-12-05","en"
"9UK5JLyhGBRu5Chu7uw9kq9Ay2p6UuJK1VXLeAlpRfc=","9UK5JLyhGBRu5Chu7uw9kq9Ay2p6UuJK1VXLeAlpRfc=","9UK5JLyhGBRu5Chu7uw9kq9Ay2p6UuJK1VXLeAlpRfc=","Morocco","قد يَتحول كُلّ شي ضدك و يبقى الله معك، فكن مع الله يَكن كل شي معك.🇦🇪🇦🇪","","52","130","2018-12-16","en"
"HZ9YSLlDjCVbNTqGx+S5RipSVXgLQP+egNVCkdJHxAA=","HZ9YSLlDjCVbNTqGx+S5RipSVXgLQP+egNVCkdJHxAA=","HZ9YSLlDjCVbNTqGx+S5RipSVXgLQP+egNVCkdJHxAA=","Yemen","سيدة يمنية مؤيدة لحقوق المرأة و ضد الاعتداءات على نساء اليمن من قبل مليشيات الحوثي الارهابية","","249","660","2018-03-12","en"
"Jdb11T0iQtuSyYeAUB55hPurNMchw0xCWWAH8sBhs=","Jdb11T0iQtuSyYeAUB55hPurNMchw0xCWWAH8sBhs=","Jdb11T0iQtuSyYeAUB55hPurNMchw0xCWWAH8sBhs=","","","","247","374","2018-09-07","en"
"cGfcGnH+BReTpqDDBECWpcsUp2+gskrLD7Zqo4y1s=","cGfcGnH+BReTpqDDBECWpcsUp2+gskrLD7Zqo4y1s=","cGfcGnH+BReTpqDDBECWpcsUp2+gskrLD7Zqo4y1s=","Somalia","Feminist 💪 Medical student  💉💊 Libra 😬 Somali and proud! 🇸🇴","","632","1787","2018-01-04","en"
"ftcjdQm8nbBLUF3JQqo4wTveZjQeKDSnyQEVPz27jM=","ftcjdQm8nbBLUF3JQqo4wTveZjQeKDSnyQEVPz27jM=","ftcjdQm8nbBLUF3JQqo4wTveZjQeKDSnyQEVPz27jM=","","الحمد لله 🇸🇦","","27","94","2018-06-05","en"
"HpAG0ACv30hBzbgjWyigrnwqpVXlEDo2SPwvJHjT0=","HpAG0ACv30hBzbgjWyigrnwqpVXlEDo2SPwvJHjT0=","HpAG0ACv30hBzbgjWyigrnwqpVXlEDo2SPwvJHjT0=","Qatar","الموسيقى 🎧تعطيك المجال لتهرب من الحياة من ناحية
وأن تفهم الحياة من ناحية آخرى😇","","151","466","2018-08-18","en"
"UpGNURHMFnrtx5M17VjJ7X29NehkaQmqVmKoT4BOYZM=","UpGNURHMFnrtx5M17VjJ7X29NehkaQmqVmKoT4BOYZM=","UpGNURHMFnrtx5M17VjJ7X29NehkaQmqVmKoT4BOYZM=","Yemen","ستبقى #اليمن شامخة كشموخ جبالها الرواسي مهما تطاول عليها المتطاولون في البنيان لأنهم لن يبلغوا ذُرها التي تنخلع الرقاب لرؤيتها #yemen","","301","193","2018-08-23","en"
"1jGVH1HuvAv+La7SNFkl+1Yw9gsHmrlhWPqLLWnoHA=","1jGVH1HuvAv+La7SNFkl+1Yw9gsHmrlhWPqLLWnoHA=","1jGVH1HuvAv+La7SNFkl+1Yw9gsHmrlhWPqLLWnoHA=","","‏‏‏‏في لحظةٍ ما .. بومضةٍ من الزمن ، قد يتغير كل هذا الذي نظنه لن يتغير . .  ‎‎‎‎#هويه_اليمن🇾🇪
‎#تابعني ‎#اتابعك
‎‎#follow ‎‎#back","","803","1591","2018-12-05","en"
"TqiQDDCSEBS4lm4KSVcqtsPbSDjF9QuwCeslyjm8gs=","TqiQDDCSEBS4lm4KSVcqtsPbSDjF9QuwCeslyjm8gs=","TqiQDDCSEBS4lm4KSVcqtsPbSDjF9QuwCeslyjm8gs=","","","","0","0","2019-02-06","en"
"mOeQhauLNzx1+RtOtqP34OcmnWt4GhrbjZ7zE3b7fM=","mOeQhauLNzx1+RtOtqP34OcmnWt4GhrbjZ7zE3b7fM=","mOeQhauLNzx1+RtOtqP34OcmnWt4GhrbjZ7zE3b7fM=","Qatar","‏على المرء إذا كان غنيًا بالذّهب أو المعرفة، أن يراعي فقر الآخرين","","78","281","2018-12-23","en"
"RBYb0UOHzLQODYOUgPuGqVMZ2rEz7GhKVmKNB84M1EU=","RBYb0UOHzLQODYOUgPuGqVMZ2rEz7GhKVmKNB84M1EU=","RBYb0UOHzLQODYOUgPuGqVMZ2rEz7GhKVmKNB84M1EU=","السلام, دولة الكويت","‏الحمدلله","","52","75","2018-09-03","ar"
"E7Iw3k0dtqt5BnAAxc6SuWJKM+2vMMEWwqkVThvGaw=","E7Iw3k0dtqt5BnAAxc6SuWJKM+2vMMEWwqkVThvGaw=","E7Iw3k0dtqt5BnAAxc6SuWJKM+2vMMEWwqkVThvGaw=","اليمن","Yemeni citizen proud of the land of Yemen and its people🇾🇪❤️","","230","587","2018-09-14","en"
"dvn+UwBHY8QKttjTXDuxra9yTPc7rrMNj2ArYctiLw=","dvn+UwBHY8QKttjTXDuxra9yTPc7rrMNj2ArYctiLw=","dvn+UwBHY8QKttjTXDuxra9yTPc7rrMNj2ArYctiLw=","","","","114","370","2018-09-20","ar"
"YTCOrFCUnJZzCilTiIBCd+bLFt+z65lNDxtMt2I5ac=","YTCOrFCUnJZzCilTiIBCd+bLFt+z65lNDxtMt2I5ac=","YTCOrFCUnJZzCilTiIBCd+bLFt+z65lNDxtMt2I5ac=","","Life is too short to worry about stupid things. Have fun. Fall in love. Regret nothing. and don't let people bring you down ✌️","","193","347","2018-12-08","en"
"MZMMePagzA5RZ7ev081QDRSC6zYHFM2jQcugwC7wY=","MZMMePagzA5RZ7ev081QDRSC6zYHFM2jQcugwC7wY=","MZMMePagzA5RZ7ev081QDRSC6zYHFM2jQcugwC7wY=","","","","35","62","2018-08-20","ar"
"ElthPxxtHTqMuSqUdJP+6yFSJYxl4Y75ABMNSHp6n+k=","ElthPxxtHTqMuSqUdJP+6yFSJYxl4Y75ABMNSHp6n+k=","ElthPxxtHTqMuSqUdJP+6yFSJYxl4Y75ABMNSHp6n+k=","","مجلة إلكترونية عربية تهدف إلى تثقيف القاريء العربي عن طريق أخبار ومقالات متنوعة في كل المجالات.","https://t.co/B1b3rNgGeN","55","250","2018-09-20","en"
"VEjdTNASllsc54Vbys3XccZ8e3uUZM5E8xjgzez3+hg=","VEjdTNASllsc54Vbys3XccZ8e3uUZM5E8xjgzez3+hg=","VEjdTNASllsc54Vbys3XccZ8e3uUZM5E8xjgzez3+hg=","","Ex political affairs researches department manager.","","230","533","2018-12-08","en"
"RvDfYQfnD9V63VKMmS0KwRZbnenFCaB9ctIsZXqmBNQ=","RvDfYQfnD9V63VKMmS0KwRZbnenFCaB9ctIsZXqmBNQ=","RvDfYQfnD9V63VKMmS0KwRZbnenFCaB9ctIsZXqmBNQ=","Kuwait","😂😂","","18","44","2018-08-06","en"
"UMxwHCIuKFrA3+P3FaGzF4wrR83NHetNibkD2FKJoY=","UMxwHCIuKFrA3+P3FaGzF4wrR83NHetNibkD2FKJoY=","UMxwHCIuKFrA3+P3FaGzF4wrR83NHetNibkD2FKJoY=","","ربى لا تحرمنى مطلبى فأنت وحدك تعلم ماذا افعل لأجلة 🙏","","259","440","2018-12-04","en"
"s891CFrqef46crUknRdkFQVSsOYg+yJFM6rzOBLTcQ=","s891CFrqef46crUknRdkFQVSsOYg+yJFM6rzOBLTcQ=","s891CFrqef46crUknRdkFQVSsOYg+yJFM6rzOBLTcQ=","Germany","Gefühle sind heutzutage auch nur noch was für ganz Mutige🤙🏻💪🏻","","1","19","2018-12-23","en"
"4Sd7n8OhvB4hurCh+jKrxmoa+16ktKL5aPSEpkvLps=","4Sd7n8OhvB4hurCh+jKrxmoa+16ktKL5aPSEpkvLps=","4Sd7n8OhvB4hurCh+jKrxmoa+16ktKL5aPSEpkvLps=","","کاش دلمون مثل بچه ها پاک بود. نوستالژیک","","8","15","2019-01-15","en"
"pXDgrvETSFVRUw+XnitD9Zc5l2tMYjmZkh1bOar0WdM=","pXDgrvETSFVRUw+XnitD9Zc5l2tMYjmZkh1bOar0WdM=","pXDgrvETSFVRUw+XnitD9Zc5l2tMYjmZkh1bOar0WdM=","القاهرة, مصر","","","2","53","2015-05-27","ar"
"TgGLrD5Rl6yp4Pg5R+ZHYvt5fXK84LcrG2WHj46nDAQ=","TgGLrD5Rl6yp4Pg5R+ZHYvt5fXK84LcrG2WHj46nDAQ=","TgGLrD5Rl6yp4Pg5R+ZHYvt5fXK84LcrG2WHj46nDAQ=","Yemen","‏I am a proud citizen of Yemen and its land 🇾🇪🇾🇪🇾🇪❤️","","42","197","2018-09-19","en"
"INLl9wIwdUxMALDJqncpkt7401MErJ+NJjftY1ZxU=","INLl9wIwdUxMALDJqncpkt7401MErJ+NJjftY1ZxU=","INLl9wIwdUxMALDJqncpkt7401MErJ+NJjftY1ZxU=","","","","66","130","2018-10-01","en"
"f4WkGfRn52BWcmo1CIwxVAFcILLZ5DOr5lTRC6NeWw=","f4WkGfRn52BWcmo1CIwxVAFcILLZ5DOr5lTRC6NeWw=","f4WkGfRn52BWcmo1CIwxVAFcILLZ5DOr5lTRC6NeWw=","سلطنة عمان","عمان","","73","23","2018-10-10","ar"
"yWjUYoCtIVrUTKlV5pYuzWgIm1vKOM47LMCOfaeDYOo=","yWjUYoCtIVrUTKlV5pYuzWgIm1vKOM47LMCOfaeDYOo=","yWjUYoCtIVrUTKlV5pYuzWgIm1vKOM47LMCOfaeDYOo=","Dubai, United Arab Emirates","The beauty lies in the eyes of beholder","","0","0","2018-11-07","en"
"EdJS+GBPCTybIOsYuBoyPMLvrPFGZGnZhAuIYlrKk=","EdJS+GBPCTybIOsYuBoyPMLvrPFGZGnZhAuIYlrKk=","EdJS+GBPCTybIOsYuBoyPMLvrPFGZGnZhAuIYlrKk=","Yemen","ســوّاح، أحسبُ عُمـري بأيـّامِ سَفَـري","","49","25","2019-01-20","en"
"OO6k0IH5DfjfWuXPvt+i3yY8i9Mkr1zlQgmdEuf6Ojw=","OO6k0IH5DfjfWuXPvt+i3yY8i9Mkr1zlQgmdEuf6Ojw=","OO6k0IH5DfjfWuXPvt+i3yY8i9Mkr1zlQgmdEuf6Ojw=","","Yemeni citizen..i love Yemen more than my life.","","9","143","2018-09-05","en"
"uKA4WynqlpF7YeQEyqSjJkQ9s9Fe1ylTXpgQaMdgaHQ=","uKA4WynqlpF7YeQEyqSjJkQ9s9Fe1ylTXpgQaMdgaHQ=","uKA4WynqlpF7YeQEyqSjJkQ9s9Fe1ylTXpgQaMdgaHQ=","","‏اليمن ارضي و وطني و اعز شيء على قلبي 🇾🇪🇾🇪","","31","80","2018-09-16","en"
"BwGeWwsE2LElASqm0OaPfyvU3DhGVyHVO3B4rIiNUw=","BwGeWwsE2LElASqm0OaPfyvU3DhGVyHVO3B4rIiNUw=","BwGeWwsE2LElASqm0OaPfyvU3DhGVyHVO3B4rIiNUw=","Barcelona, Spain","No le llames sueño, llámalo plan 😄😄","","25","177","2018-12-25","en"
"zmvxbZev+mvLjpblbItdhAQl04lki2UisrzZItApY=","zmvxbZev+mvLjpblbItdhAQl04lki2UisrzZItApY=","zmvxbZev+mvLjpblbItdhAQl04lki2UisrzZItApY=","Spain","Para ser el mejor del mundo no es posible ser el peor en el mundo tampoco es posible, en el medio siempre es posible.","","492","418","2018-03-03","en"
"0pftvRZUw294gkTV+1cphFq7C0DczVz5EUjAeveDBD4=","0pftvRZUw294gkTV+1cphFq7C0DczVz5EUjAeveDBD4=","0pftvRZUw294gkTV+1cphFq7C0DczVz5EUjAeveDBD4=","","","","1","6","2018-03-15","en"
"Hidsr0cS++YDVHkd1t3Jb6HozVOjdYaqM1jVZtAREk=","Hidsr0cS++YDVHkd1t3Jb6HozVOjdYaqM1jVZtAREk=","Hidsr0cS++YDVHkd1t3Jb6HozVOjdYaqM1jVZtAREk=","Israel","There are two ways of spreading light: to be the candle or the mirror that reflects it. 🕯🕎","","77","278","2018-12-24","en"
"VLmieMzGx63+mGN5ES2lQPiz8NwvOQGkWb3F35CtDc=","VLmieMzGx63+mGN5ES2lQPiz8NwvOQGkWb3F35CtDc=","VLmieMzGx63+mGN5ES2lQPiz8NwvOQGkWb3F35CtDc=","Islamic Republic of Iran","‏‏وچقدر خوب است 😉 که خداوند تو را فقط برای من آفریده است 😍😍🤗","","401","1005","2018-08-19","en"
"Cb4UQZlu2PHoOU2Ht5395Hr+fRpUuQgF7+sX2tQhR5Y=","Cb4UQZlu2PHoOU2Ht5395Hr+fRpUuQgF7+sX2tQhR5Y=","Cb4UQZlu2PHoOU2Ht5395Hr+fRpUuQgF7+sX2tQhR5Y=","United Kingdom","Food and Hicking are my best vibes 😍 I love life and appreciate the good 🤗","","9","50","2018-11-02","en"
"+UmPEVmpBAS8ZwRHyrej5QWeMFappjdHXxPGRu6tCA=","+UmPEVmpBAS8ZwRHyrej5QWeMFappjdHXxPGRu6tCA=","+UmPEVmpBAS8ZwRHyrej5QWeMFappjdHXxPGRu6tCA=","","","","0","0","2018-11-12","en"
"PXclPsssfo9TXbMUeEsMc7tz61EFnYbR+wNxnvr9+KI=","PXclPsssfo9TXbMUeEsMc7tz61EFnYbR+wNxnvr9+KI=","PXclPsssfo9TXbMUeEsMc7tz61EFnYbR+wNxnvr9+KI=","","No puedo vivir sin mi guitarra 🎸ni sin mis gatos, me gusta el frío, el chocolate y las duchas por la noche.","","177","160","2018-12-04","en"
"lsZx0+6te5TWDfjyM35rIUvy6dphsNu8G1YZvU6coU=","lsZx0+6te5TWDfjyM35rIUvy6dphsNu8G1YZvU6coU=","lsZx0+6te5TWDfjyM35rIUvy6dphsNu8G1YZvU6coU=","United Arab Emirates","دكتورة أسنان واعشق عملي 🦷الشارقة❤️🇦🇪حساب جديد ادعموني 😊💚","","9","28","2018-11-07","en"
"dHWtOgFG83IAlSC59xGFwo43rOxbt7MyqK5BqZKU1c=","dHWtOgFG83IAlSC59xGFwo43rOxbt7MyqK5BqZKU1c=","dHWtOgFG83IAlSC59xGFwo43rOxbt7MyqK5BqZKU1c=","","اللهم احفظ بلدى #الامارات🇦🇪","","40","86","2019-01-20","en"
"ZQwHlif82jKOJwTWcbZGCU7YM4+OiMu+d7gDuH8gh5s=","ZQwHlif82jKOJwTWcbZGCU7YM4+OiMu+d7gDuH8gh5s=","ZQwHlif82jKOJwTWcbZGCU7YM4+OiMu+d7gDuH8gh5s=","","Io ti aspetto dove il mare non si vede più, dove il giorno non arriva se non ci sei tu ✨","","27","143","2019-01-31","it"
"2NULk2OQ6kO8VgM4qYxgMzKVweN4aT61jYHJo2cz9i8=","2NULk2OQ6kO8VgM4qYxgMzKVweN4aT61jYHJo2cz9i8=","2NULk2OQ6kO8VgM4qYxgMzKVweN4aT61jYHJo2cz9i8=","القاهرة, مصر","faculty of commerce▶◀▶◀","","48","195","2016-05-10","ar"
"bks2G21YvF41MiXCP1DrLkzIo8sfOTCo3vbXJE6bB7s=","bks2G21YvF41MiXCP1DrLkzIo8sfOTCo3vbXJE6bB7s=","bks2G21YvF41MiXCP1DrLkzIo8sfOTCo3vbXJE6bB7s=","United States","Master degree in political science and International studies and journalist specialized in humanitarian situations","","2676","51","2017-12-31","en"
"lWuGe4HHBVTvVRHJCVQkzx1AQhFix4HFqEHNhmJtMHs=","lWuGe4HHBVTvVRHJCVQkzx1AQhFix4HFqEHNhmJtMHs=","lWuGe4HHBVTvVRHJCVQkzx1AQhFix4HFqEHNhmJtMHs=","Morocco","","","3","19","2018-02-10","en"
